site,set_order,toggle,net,panel,date_time_set,shallow_m,deep_m,date_time_pull,x,y,notes
PEP,1,1,CORE10,0,5/17/2023 17:13,5.1,10.2,5/18/2023 9:30,-119.6230783,39.997505,
PEP,1,1,CORE20,0,5/17/2023 17:18,13.1,16.1,5/18/2023 8:55,-119.6224,39.99766333,
PEP,1,1,1,1,5/17/2023 17:28,2.1,2.3,5/18/2023 8:27,-119.62424,39.99753833,"forgot to take clarity, did not separate panels"
PEP,1,1,1,2,5/17/2023 17:28,2.1,2.3,5/18/2023 8:27,-119.62424,39.99753833,"forgot to take clarity, did not separate panels"
PEP,1,1,2,1,5/17/2023 17:32,2.7,4,5/18/2023 7:50,-119.6240267,39.997595,
PEP,1,1,2,2,5/17/2023 17:32,2.7,4,5/18/2023 7:50,-119.6240267,39.997595,
PEP,1,1,3,1,5/17/2023 17:34,4.3,4.7,5/18/2023 7:21,-119.6240133,39.99796667,
PEP,1,1,3,2,5/17/2023 17:34,4.3,4.7,5/18/2023 7:21,-119.6240133,39.99796667,
PEP,1,1,4,1,5/17/2023 17:37,5.7,7.3,5/18/2023 6:57,-119.62353,39.998015,
PEP,1,1,4,2,5/17/2023 17:37,5.7,7.3,5/18/2023 6:57,-119.62353,39.998015,
PEP,1,1,5,1,5/17/2023 17:40,7.8,8.4,5/18/2023 6:53,-119.6233983,39.99818,
PEP,1,1,5,2,5/17/2023 17:40,7.8,8.4,5/18/2023 6:53,-119.6233983,39.99818,
PEP,1,1,6,1,5/17/2023 17:42,8.7,9.6,5/18/2023 6:36,-119.6232917,39.99838,
PEP,1,1,6,2,5/17/2023 17:42,8.7,9.6,5/18/2023 6:36,-119.6232917,39.99838,
PEP,1,1,7,1,5/17/2023 17:44,10.7,11.7,5/18/2023 6:31,-119.6229233,39.99856667,
PEP,1,1,7,2,5/17/2023 17:44,10.7,11.7,5/18/2023 6:31,-119.6229233,39.99856667,
PEP,1,1,8,1,5/17/2023 17:47,12,13,5/18/2023 6:23,-119.6224967,39.99896167,
PEP,1,1,8,2,5/17/2023 17:47,12,13,5/18/2023 6:23,-119.6224967,39.99896167,
PEP,1,1,9,1,5/17/2023 17:51,14.5,14.7,5/18/2023 6:13,-119.6216583,39.999365,
PEP,1,1,9,2,5/17/2023 17:51,14.5,14.7,5/18/2023 6:13,-119.6216583,39.999365,
PEP,1,1,10,1,5/17/2023 17:53,16,16.7,5/18/2023 6:06,-119.6209867,39.99976667,
PEP,1,1,10,2,5/17/2023 17:53,16,16.7,5/18/2023 6:06,-119.6209867,39.99976667,
PEP,1,1,11,1,5/17/2023 17:57,18.5,19.5,5/18/2023 6:00,-119.620545,40.00014833,
PEP,1,1,11,2,5/17/2023 17:57,18.5,19.5,5/18/2023 6:00,-119.620545,40.00014833,
PEP,1,1,12,1,5/17/2023 18:01,19,20,5/18/2023 5:49,,,
PEP,1,1,12,2,5/17/2023 18:01,19,20,5/18/2023 5:49,,,
BLH2,2,1,3,1,5/18/2023 17:29,1,2.8,5/19/2023 8:38,-119.5057117,39.88327167,
BLH2,2,1,3,2,5/18/2023 17:29,1,2.8,5/19/2023 8:38,-119.5057117,39.88327167,
BLH2,2,1,1,1,5/18/2023 17:31,2.5,3,5/19/2023 8:17,-119.5059567,39.88336667,
BLH2,2,1,1,2,5/18/2023 17:31,2.5,3,5/19/2023 8:17,-119.5059567,39.88336667,
BLH2,2,1,2,1,5/18/2023 17:33,4,7.4,5/19/2023 8:06,-119.5058717,39.8837,
BLH2,2,1,2,2,5/18/2023 17:33,4,7.4,5/19/2023 8:06,-119.5058717,39.8837,
BLH2,2,1,6,1,5/18/2023 17:36,5,7,5/19/2023 7:58,-119.5059917,39.88407,
BLH2,2,1,6,2,5/18/2023 17:36,5,7,5/19/2023 7:58,-119.5059917,39.88407,
BLH2,2,1,4,1,5/18/2023 17:38,6.7,10,5/19/2023 7:45,-119.506205,39.8844,
BLH2,2,1,4,2,5/18/2023 17:38,6.7,10,5/19/2023 7:45,-119.506205,39.8844,
BLH2,2,1,5,1,5/18/2023 17:41,8,11,5/19/2023 7:40,-119.506275,39.88474333,
BLH2,2,1,5,2,5/18/2023 17:41,8,11,5/19/2023 7:40,-119.506275,39.88474333,
BLH2,2,1,9,1,5/18/2023 17:43,10.1,11.7,5/19/2023 7:32,-119.5065733,39.88490333,
BLH2,2,1,9,2,5/18/2023 17:43,10.1,11.7,5/19/2023 7:32,-119.5065733,39.88490333,
BLH2,2,1,7,1,5/18/2023 17:45,12.5,13,5/19/2023 7:25,-119.50687,39.88517167,
BLH2,2,1,7,2,5/18/2023 17:45,12.5,13,5/19/2023 7:25,-119.50687,39.88517167,
BLH2,2,1,8,1,5/18/2023 17:47,13.1,13.3,5/19/2023 7:14,-119.5068767,39.88559667,
BLH2,2,1,8,2,5/18/2023 17:47,13.1,13.3,5/19/2023 7:14,-119.5068767,39.88559667,
BLH2,2,1,12,1,5/18/2023 17:50,15,15.2,5/19/2023 7:09,-119.506765,39.88603833,
BLH2,2,1,12,2,5/18/2023 17:50,15,15.2,5/19/2023 7:09,-119.506765,39.88603833,
BLH2,2,1,10,1,5/18/2023 17:52,17,18,5/19/2023 7:05,-119.50651,39.88650833,
BLH2,2,1,10,2,5/18/2023 17:52,17,18,5/19/2023 7:05,-119.50651,39.88650833,
BLH2,2,1,11,1,5/18/2023 17:55,19,19.3,5/19/2023 6:56,-119.5067017,39.88691833,
BLH2,2,1,11,2,5/18/2023 17:55,19,19.3,5/19/2023 6:56,-119.5067017,39.88691833,
BLH2,2,1,CORE10,0,5/18/2023 17:59,4,5.1,5/19/2023 5:59,-119.5091983,39.88602667,
BLH2,2,1,CORE20,0,5/18/2023 18:03,15.1,16.6,5/19/2023 6:32,-119.508105,39.88675,
NTS,3,1,2,1,5/22/2023 17:52,1.1,1.4,5/23/2023 8:22,-119.6221483,40.19231833,
NTS,3,1,2,2,5/22/2023 17:52,1.1,1.4,5/23/2023 8:22,-119.6221483,40.19231833,
NTS,3,1,3,1,5/22/2023 17:55,2.6,2.7,5/23/2023 8:01,-119.6216733,40.19056833,
NTS,3,1,3,2,5/22/2023 17:55,2.6,2.7,5/23/2023 8:01,-119.6216733,40.19056833,
NTS,3,1,1,1,5/22/2023 17:58,4.2,4.3,5/23/2023 7:44,-119.6205217,40.18753,
NTS,3,1,1,2,5/22/2023 17:58,4.2,4.3,5/23/2023 7:44,-119.6205217,40.18753,
NTS,3,1,CORE10,0,5/22/2023 18:01,5.6,6,5/23/2023 8:35,-119.6213067,40.185555,
NTS,3,1,5,1,5/22/2023 18:03,6.4,6.7,5/23/2023 7:34,-119.620115,40.18577167,
NTS,3,1,5,2,5/22/2023 18:03,6.4,6.7,5/23/2023 7:34,-119.620115,40.18577167,
NTS,3,1,6,1,5/22/2023 18:05,7.6,7.6,5/23/2023 7:25,-119.6196,40.18446833,
NTS,3,1,6,2,5/22/2023 18:05,7.6,7.6,5/23/2023 7:25,-119.6196,40.18446833,
NTS,3,1,4,1,5/22/2023 18:09,9.4,9.7,5/23/2023 7:09,-119.6189167,40.18302167,
NTS,3,1,4,2,5/22/2023 18:09,9.4,9.7,5/23/2023 7:09,-119.6189167,40.18302167,
NTS,3,1,8,1,5/22/2023 18:17,11.6,11.6,5/23/2023 7:00,-119.6180017,40.18096167,
NTS,3,1,8,2,5/22/2023 18:17,11.6,11.6,5/23/2023 7:00,-119.6180017,40.18096167,
NTS,3,1,9,1,5/22/2023 18:19,13.3,13.5,5/23/2023 6:55,-119.61738,40.17955167,
NTS,3,1,9,2,5/22/2023 18:19,13.3,13.5,5/23/2023 6:55,-119.61738,40.17955167,
NTS,3,1,7,1,5/22/2023 18:22,14.4,14.8,5/23/2023 6:50,-119.6169717,40.17883667,
NTS,3,1,7,2,5/22/2023 18:22,14.4,14.8,5/23/2023 6:50,-119.6169717,40.17883667,
